   Iter   | Removed | Resized | Inserted | Cloned |  Pin  |   Area   |    WNS   |   TNS      |  Viol  | Worst
          | Buffers |  Gates  | Buffers  |  Gates | Swaps |          |          |            | Endpts | Endpt
--------------------------------------------------------------------------------------------------------------
     1185 |       0 |     164 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14120.4 |    560 | pp_row19_0$_DFF_P_/D
     1189 |       0 |     164 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14120.4 |    560 | pp_row19_0$_DFF_P_/D
     1190 |       0 |     164 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14120.4 |    560 | pp_row19_0$_DFF_P_/D
     1193 |       0 |     164 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14120.4 |    560 | pp_row19_0$_DFF_P_/D
     1197 |       0 |     164 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14120.4 |    560 | pp_row19_0$_DFF_P_/D
     1200 |       0 |     165 |        0 |      0 |    50 |    +0.3% |  -26.664 |   -14125.5 |    560 | pp_row14_1$_DFF_P_/D
     1201 |       0 |     164 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14120.4 |    560 | pp_row19_0$_DFF_P_/D
     1205 |       0 |     164 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14120.4 |    560 | pp_row19_0$_DFF_P_/D
     1209 |       0 |     164 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14120.4 |    560 | pp_row19_0$_DFF_P_/D
     1210 |       0 |     164 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14120.4 |    560 | pp_row19_0$_DFF_P_/D
     1213 |       0 |     164 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14120.4 |    560 | pp_row19_0$_DFF_P_/D
     1217 |       0 |     164 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14120.4 |    560 | pp_row19_0$_DFF_P_/D
     1220 |       0 |     165 |        0 |      0 |    50 |    +0.3% |  -26.659 |   -14125.9 |    560 | pp_row34_14$_DFF_P_/D
     1221 |       0 |     164 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14120.4 |    560 | pp_row19_0$_DFF_P_/D
     1225 |       0 |     165 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14127.9 |    560 | pp_row19_0$_DFF_P_/D
     1229 |       0 |     165 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14127.9 |    560 | pp_row19_0$_DFF_P_/D
     1230 |       0 |     165 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14127.9 |    560 | pp_row19_0$_DFF_P_/D
     1233 |       0 |     165 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14127.9 |    560 | pp_row19_0$_DFF_P_/D
     1237 |       0 |     165 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14127.9 |    560 | pp_row19_0$_DFF_P_/D
     1240 |       0 |     166 |        0 |      0 |    50 |    +0.3% |  -26.659 |   -14133.4 |    560 | pp_row15_5$_DFF_P_/D
     1241 |       0 |     165 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14127.9 |    560 | pp_row19_0$_DFF_P_/D
     1245 |       0 |     165 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14127.9 |    560 | pp_row19_0$_DFF_P_/D
     1249 |       0 |     165 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14127.9 |    560 | pp_row19_0$_DFF_P_/D
     1250 |       0 |     165 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14127.9 |    560 | pp_row19_0$_DFF_P_/D
     1253 |       0 |     165 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14127.9 |    560 | pp_row19_0$_DFF_P_/D
     1257 |       0 |     165 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14127.9 |    560 | pp_row19_0$_DFF_P_/D
     1260 |       0 |     166 |        0 |      0 |    50 |    +0.3% |  -26.659 |   -14133.4 |    560 | pp_row25_10$_DFF_P_/D
     1261 |       0 |     165 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14127.9 |    560 | pp_row19_0$_DFF_P_/D
     1265 |       0 |     165 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14127.9 |    560 | pp_row19_0$_DFF_P_/D
     1269 |       0 |     165 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14127.9 |    560 | pp_row19_0$_DFF_P_/D
     1270 |       0 |     165 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14127.9 |    560 | pp_row19_0$_DFF_P_/D
     1273 |       0 |     165 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14127.9 |    560 | pp_row19_0$_DFF_P_/D
     1277 |       0 |     165 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14127.9 |    560 | pp_row19_0$_DFF_P_/D
     1280 |       0 |     166 |        0 |      0 |    50 |    +0.3% |  -26.591 |   -14133.5 |    560 | pp_row19_0$_DFF_P_/D
     1281 |       0 |     166 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14135.5 |    560 | pp_row19_0$_DFF_P_/D
     1285 |       0 |     166 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14135.5 |    560 | pp_row19_0$_DFF_P_/D
     1289 |       0 |     166 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14135.5 |    560 | pp_row19_0$_DFF_P_/D
     1290 |       0 |     166 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14135.5 |    560 | pp_row19_0$_DFF_P_/D
     1293 |       0 |     166 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14135.5 |    560 | pp_row19_0$_DFF_P_/D
     1297 |       0 |     166 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14135.5 |    560 | pp_row19_0$_DFF_P_/D
     1300 |       0 |     167 |        0 |      0 |    50 |    +0.3% |  -26.659 |   -14141.0 |    560 | pp_row17_6$_DFF_P_/D
     1300 |       0 |     166 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14135.5 |    560 | pp_row19_0$_DFF_P_/D
     1304 |       0 |     166 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14135.5 |    560 | pp_row19_0$_DFF_P_/D
     1308 |       0 |     166 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14135.5 |    560 | pp_row19_0$_DFF_P_/D
     1310 |       0 |     167 |        0 |      0 |    49 |    +0.3% |  -26.735 |   -14143.0 |    560 | pp_row23_9$_DFF_P_/D
     1312 |       0 |     166 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14135.5 |    560 | pp_row19_0$_DFF_P_/D
     1316 |       0 |     166 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14135.5 |    560 | pp_row19_0$_DFF_P_/D
     1320 |       0 |     167 |        0 |      0 |    51 |    +0.3% |  -26.659 |   -14141.3 |    560 | pp_row27_11$_DFF_P_/D
     1320 |       0 |     166 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14135.5 |    560 | pp_row19_0$_DFF_P_/D
     1324 |       0 |     166 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14135.5 |    560 | pp_row19_0$_DFF_P_/D
     1328 |       0 |     166 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14135.5 |    560 | pp_row19_0$_DFF_P_/D
     1330 |       0 |     167 |        0 |      0 |    49 |    +0.3% |  -26.735 |   -14143.0 |    560 | pp_row33_14$_DFF_P_/D
     1332 |       0 |     166 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14135.5 |    560 | pp_row19_0$_DFF_P_/D
     1336 |       0 |     167 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14143.0 |    560 | pp_row19_0$_DFF_P_/D
     1340 |       0 |     168 |        0 |      0 |    51 |    +0.3% |  -26.659 |   -14148.9 |    560 | pp_row14_2$_DFF_P_/D
     1340 |       0 |     167 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14143.0 |    560 | pp_row19_0$_DFF_P_/D
     1344 |       0 |     167 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14143.0 |    560 | pp_row19_0$_DFF_P_/D
     1348 |       0 |     167 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14143.0 |    560 | pp_row19_0$_DFF_P_/D
     1350 |       0 |     168 |        0 |      0 |    49 |    +0.3% |  -26.735 |   -14150.6 |    560 | pp_row15_5$_DFF_P_/D
     1352 |       0 |     167 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14143.0 |    560 | pp_row19_0$_DFF_P_/D
     1356 |       0 |     167 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14143.0 |    560 | pp_row19_0$_DFF_P_/D
     1360 |       0 |     168 |        0 |      0 |    51 |    +0.3% |  -26.659 |   -14148.9 |    560 | pp_row19_7$_DFF_P_/D
     1360 |       0 |     167 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14143.0 |    560 | pp_row19_0$_DFF_P_/D
     1364 |       0 |     167 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14143.0 |    560 | pp_row19_0$_DFF_P_/D
     1368 |       0 |     167 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14143.0 |    560 | pp_row19_0$_DFF_P_/D
     1370 |       0 |     168 |        0 |      0 |    49 |    +0.3% |  -26.735 |   -14150.6 |    560 | pp_row27_11$_DFF_P_/D
     1372 |       0 |     167 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14143.0 |    560 | pp_row19_0$_DFF_P_/D
     1376 |       0 |     167 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14143.0 |    560 | pp_row19_0$_DFF_P_/D
     1380 |       0 |     168 |        0 |      0 |    51 |    +0.3% |  -26.659 |   -14148.9 |    560 | pp_row31_13$_DFF_P_/D
     1380 |       0 |     167 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14143.0 |    560 | pp_row19_0$_DFF_P_/D
     1384 |       0 |     167 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14143.0 |    560 | pp_row19_0$_DFF_P_/D
     1388 |       0 |     167 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14143.0 |    560 | pp_row19_0$_DFF_P_/D
     1390 |       0 |     168 |        0 |      0 |    49 |    +0.3% |  -26.735 |   -14150.6 |    560 | pp_row14_3$_DFF_P_/D
     1392 |       0 |     167 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14143.0 |    560 | pp_row19_0$_DFF_P_/D
     1396 |       0 |     167 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14143.0 |    560 | pp_row19_0$_DFF_P_/D
     1400 |       0 |     168 |        0 |      0 |    51 |    +0.3% |  -26.659 |   -14148.9 |    560 | pp_row15_5$_DFF_P_/D
     1400 |       0 |     167 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14143.0 |    560 | pp_row19_0$_DFF_P_/D
    final |       0 |     167 |        0 |      0 |    49 |    +0.3% |  -26.591 |   -14143.0 |    560 | pp_row19_0$_DFF_P_/D
--------------------------------------------------------------------------------------------------------------
[INFO RSZ-0051] Resized 167 instances: 167 up, 0 up match, 0 down, 0 VT
[INFO RSZ-0043] Swapped pins on 49 instances.
[WARNING RSZ-0062] Unable to repair all setup violations.
Took 48 seconds: repair_timing -setup_margin 0 -hold_margin 0 -repair_tns 100 -skip_last_gasp -setup -skip_last_gasp -sequence unbuffer,sizeup,swap,vt_swap -verbose
Default units for flow
 time 1ps
 capacitance 1fF
 resistance 1kohm
 voltage 1v
 current 1mA
 power 1pW
 distance 1um
   Layer   | Unit Resistance | Unit Capacitance 
           |       (kohm/um) |          (fF/um)
------------------------------------------------
        M1 |        7.04e-02 |         1.00e-10
        M2 |        4.62e-02 |         1.85e-01
        M3 |        3.63e-02 |         1.54e-01
        M4 |        2.03e-02 |         1.89e-01
        M5 |        1.93e-02 |         1.72e-01
        M6 |        1.19e-02 |         1.76e-01
        M7 |        1.25e-02 |         1.47e-01
        M8 |        0.00e+00 |         0.00e+00
        M9 |        0.00e+00 |         0.00e+00
       Pad |        0.00e+00 |         0.00e+00
------------------------------------------------

   Layer   | Via Resistance 
           |         (kohm) 
----------------------------
        V1 |       1.72e-02 
        V2 |       1.72e-02 
        V3 |       1.72e-02 
        V4 |       1.18e-02 
        V5 |       1.18e-02 
        V6 |       8.20e-03 
        V7 |       8.20e-03 
        V8 |       6.30e-03 
        V9 |       0.00e+00 
----------------------------
Report metrics stage 2, floorplan final...

==========================================================================
floorplan final report_design_area
--------------------------------------------------------------------------
Design area 673 um^2 41% utilization.
write_db bazel-out/k8-fastbuild/bin/vlsiffra/results/asap7/multiplier/base/2_1_floorplan.odb
write_sdc -no_timestamp bazel-out/k8-fastbuild/bin/vlsiffra/results/asap7/multiplier/base/2_1_floorplan.sdc
Elapsed time: 0:50.66[h:]min:sec. CPU time: user 43.07 sys 9.11 (103%). Peak memory: 240448KB.
Log                        Elapsed/s Peak Memory/MB  sha1sum .odb [0:20)
2_1_floorplan                     50            234 df6b5ce0b66505a65a2f
